Username,content_score
gspederson,1.0
psq,1.0
andreimaxim,1.0000000000000007
robbyrussell,1.0
kommen,1.0
protocool,1.0000000000000002
maddox,1.0000000000000002
jswanner,1.0000000000000004
kastner,1.0000000000000002
halorgium,0.9999999999999994
merb,1.0000000000000002
lachie,1.0000000000000002
anildigital,0.9999999999999997
cwsaylor,1.0
pdsphil,1.0000000000000002
kamal,1.0
bleything,1.0
caplis,1.0000000000000004
jqr,1.0
mattslack,1.0000000000000002
tjogin,1.0000000000000002
robbevan,1.0000000000000007
marten,1.0
gnufied,1.0000000000000002
hoverbird,1.0
beccasaurus,1.0000000000000002
joshuamckenty,0.9999999999999999
dfl,0.9999999999999999
floydprice,0.9999999999999998
allison-lara,0.9999999999999998
activestylus,1.0000000000000002
archfear,0.9999999999999999
mudge,1.0
johnny,1.0
scott-steadman,1.0000000000000002
noteflakes,1.0000000000000002
doudou,1.0000000000000002
david,1.0000000000000004
pedromg,1.000000000000001
Steve,1.0
mark,1.0000000000000002
ambethia,1.0
halfbyte,1.0000000000000002
cannikin,1.0000000000000002
anthonylewis,1.0000000000000009
mcornick,1.0
itfische,1.0
mcg,1.0
sco,1.0000000000000002
norio,1.0
anttih,1.0000000000000004
vintrepid,1.0000000000000002
bigfleet,1.0
lypanov,0.9999999999999998
ropiku,1.0000000000000002
rds,1.0
zmoazeni,1.0
edwinmoss,1.0000000000000002
tomfarm,1.0
TheNicholasNick,1.0000000000000002
bumi,0.9999999999999999
dag,1.0
ruckus,0.9999999999999999
mlins,1.0
luke,1.0000000000000004
labria,0.9999999999999996
raymorgan,1.0000000000000002
edward,1.0
dsiem,1.0000000000000002
talaris,1.0000000000000002
jrun,1.0
chris,1.0000000000000004
thejohnny,1.0000000000000002
vic,0.9999999999999998
thelibrarian,1.0
harukizaemon,1.0
ttcremers,1.0
bitbckt,1.0000000000000002
brupm,1.0
v3rb0,1.0000000000000002
hchoroomi,1.0000000000000002
igouss,1.0000000000000002
jamesmacaulay,1.0
jacobeus,1.0
djd,1.0
octave,1.0
damon,1.0000000000000002
sbusso,1.0
tobi,1.0000000000000002
raggi,1.0000000000000002
tooky,1.0
aurelian,1.0000000000000002
cnantais,1.0
gthoppae,1.0000000000000007
lukemelia,1.0
ncdc,1.0000000000000002
bendik,1.0
sbraford,1.0000000000000004
mpalmer,1.0
jens,1.0000000000000002
moneyspyder,1.0000000000000002
tslocke,1.0
jellybob,1.0
mascarenhas,0.9999999999999999
pius,1.0000000000000002
nullstyle,1.0
guillaume,1.0
samaaron,1.0000000000000002
endersonmaia,1.0
flowers,1.0
adamlogic,0.9999999999999997
alx,1.000000000000001
sproutit,1.0
augustl,1.000000000000001
eb1024,1.0
tpope,1.0000000000000004
methodmissing,1.0000000000000004
mariusz,1.0000000000000002
palmamartin,1.0000000000000013
garyblessington,1.0
kangax,1.0000000000000002
sd,0.9999999999999998
drew,1.0000000000000002
brainopia,1.0
wvl,1.0000000000000002
therealadam,1.0
therubymug,1.0000000000000007
chrisgriffin,1.0
jasonherald,1.0000000000000002
bruno,1.0000000000000004
revans,1.0000000000000002
jameshill,1.0000000000000002
crafterm,1.0000000000000009
mattallen,0.9999999999999999
dgoodlad,1.0000000000000004
esaul,1.0000000000000007
trevorturk,1.0000000000000002
svrishi,1.0000000000000002
rtomayko,0.9999999999999994
timburks,1.0000000000000007
gaveen,0.9999999999999998
waqas,1.0
dpetersen,1.0
antonithock,1.0
fivethreeo,1.0
tandibar,1.000000000000001
cmer,1.0
trotter,1.0
dudleyf,1.0
kevinansfield,1.0
luigi,0.9999999999999996
gotascii,1.0000000000000002
rozza,0.9999999999999999
frankbolero,1.0000000000000002
shadowmaru,1.000000000000001
antunderwood,1.0000000000000002
dfugere,0.9999999999999994
james,0.9999999999999989
xraid,1.0000000000000002
wijet,1.0000000000000004
parabuzzle,0.9999999999999999
damienmckenna,1.0
nz,1.0000000000000002
tynino,1.0000000000000002
allan,0.9999999999999999
bscofield,0.9999999999999989
tkofol,1.0
trey,1.0000000000000002
jimmy,1.0
foca,0.9999999999999998
mathie,1.0000000000000004
jarkko,1.0000000000000002
norbert,1.0000000000000002
jduff,1.0
gpaul,1.0000000000000002
pablete,1.0000000000000002
mokolabs,1.0000000000000004
awilliam,1.0000000000000002
dysinger,0.9999999999999999
intabulas,1.0
avalade,1.0000000000000002
ljsc,1.0000000000000009
djdarkbeat,1.0000000000000007
yrashk,1.000000000000001
famulus,1.0000000000000004
rks,0.9999999999999999
chriskaukis,1.0
caffo,1.0000000000000002
timperrett,1.0000000000000002
voodootikigod,0.9999999999999994
kwe,1.0
bernd,1.0000000000000007
cblackburn,1.0000000000000002
kunstreich,1.0
emanuel,1.0
cdwillie76,1.0
mando,1.0
zh,1.0000000000000002
brandon-beacher,1.0
eric,1.0000000000000002
iwarshak,0.9999999999999992
sudara,1.0
choonkeat,1.0
cbowns,0.9999999999999993
aussiegeek,1.0000000000000009
zacheryph,1.0000000000000002
dustym,1.0000000000000002
benjamin,1.0
jackdempsey,1.0000000000000002
blahutka,1.0
chrisabad-zz,0.9999999999999998
AlexJWayne,1.0
nakajima,0.9999999999999997
mreid,1.0000000000000002
melo,1.0
JESii,1.0000000000000002
msimkins,1.0000000000000002
angelo,0.9999999999999994
wrenchlabs,1.0
jfcouture,1.0000000000000002
ctran,1.0
garyharan,1.0
Zelnox,1.0000000000000004
saimonmoore,1.0
spencer,1.0000000000000002
santry,1.0000000000000002
urubatan,0.9999999999999991
kjf,1.0000000000000002
judofyr,0.9999999999999998
JJ,0.9999999999999998
tfwright,1.0000000000000002
scoop,1.0000000000000002
mkhl,1.0
nmerouze,1.0000000000000002
franc,1.0
sphire,0.9999999999999999
dbr,1.0000000000000002
pd,1.0
kieranj,1.0000000000000009
japj,1.0000000000000002
atharh,1.0
speck,1.0000000000000002
leemhenson,1.0000000000000004
donpinkster,1.0000000000000002
pontus,1.0000000000000002
shinzui,1.0000000000000002
mansfiem,0.9999999999999998
dbcm,0.9999999999999996
brett,1.0
jredville,1.0000000000000002
mwilliams,1.0000000000000002
jendrik,1.0
marmbrus,1.0
auser,1.0
fauxparse,1.0
n0ha,1.0
hughbien,1.0000000000000013
vishnugopal,0.9999999999999999
ericallam,1.0
steveh,1.0000000000000002
jpease,1.0
skimua,1.0
codafoo,1.0000000000000002
fusedevice,1.0
NaPs,1.0
hallski,1.0
aroth,1.0
brainvat,1.0000000000000009
schelcj,1.0
drudru,0.9999999999999999
etng,1.0000000000000002
bct,0.9999999999999994
rmanalan,1.0000000000000002
AndrewO,1.0
njackson,0.9999999999999996
Sutto,1.0000000000000002
roop,1.0000000000000002
ipvideomarketinfo,1.0
kad3nce,1.0
critzjm,1.0000000000000002
ook,0.9999999999999998
jhill,1.0000000000000002
amoeba,1.0000000000000002
mbbx6spp,1.0000000000000002
tomtaylor,1.0
BJClark,1.0000000000000007
purzelrakete,1.0000000000000002
nmeans,1.0
alexkwolfe,0.9999999999999997
jaikoo,1.0000000000000002
timurvafin,1.0
jarib,0.9999999999999998
davie,1.0000000000000002
jdp,1.0000000000000002
scottymac,0.9999999999999998
komapa,1.0000000000000002
usergenic,0.9999999999999994
mikeal,1.0000000000000009
Shazburg,1.0
wiremine,1.0
captproton,1.0000000000000002
ludo,0.9999999999999999
arisbartee,1.000000000000001
edallen,0.9999999999999996
hatch,1.0000000000000002
nickpad,0.9999999999999996
joaovitor,1.0
ckhsponge,1.0000000000000002
fd,1.0000000000000002
daaku,1.0000000000000013
pfig,1.0000000000000009
natedaiger,1.0000000000000007
probablycorey,1.0
ymendel,1.0
jmhodges,1.0
nickel,1.0
buru,1.0000000000000002
wdperson,0.9999999999999994
chromakey-io,0.9999999999999992
jstetser,1.0
ianloic,1.000000000000001
bansalakhil,1.0000000000000002
jesseproudman,1.0
h-lame,1.0
emilevdb,1.0
mdub,0.9999999999999999
martinjandrews,1.0
wpiekutowski,1.0000000000000002
lukeredpath,0.9999999999999996
andykent,1.0
codehugger,1.0
aemadrid,0.9999999999999999
mulder,1.0000000000000002
moorbrook,1.0000000000000002
humandoing,1.0
george,1.0
dramsay,0.9999999999999998
jonmagic,1.0000000000000004
zpinter,1.0
banderson623,1.0000000000000002
bigethan,1.0
lmarlow,1.0000000000000002
jrimmer,1.0
olly,1.0000000000000002
hookercookerman,1.0
doxavore,0.9999999999999998
Bjwebb,1.0000000000000002
daniel,1.0
qerub,1.0
leavengood,1.0
pjjw,1.0
barrym,1.0000000000000007
ph,1.0
pbx,1.0
fspeirs,1.0
fernandoallen,1.0000000000000002
davidsmalley,1.0
njonsson,1.0
ecin,0.9999999999999994
progrium,1.0000000000000002
jhsu,0.9999999999999998
hipertracker,1.0000000000000002
mindy,1.0000000000000002
plainprogrammer,1.0000000000000013
jasonf,1.0
robmitch,1.0000000000000002
mlopes,1.0000000000000002
sxross,1.0000000000000009
tomislav,1.0000000000000002
stephencelis,1.0000000000000002
gebi,1.0000000000000009
intinig,1.0
benr75,1.0000000000000007
cuiguy,1.0
jimmyjazz,1.0000000000000002
blaix,1.0000000000000002
zachinglis,1.0000000000000009
kstewart,1.0
vidyanand,1.0
cclow,0.9999999999999999
seven1m,1.0000000000000004
latompa,0.9999999999999998
kouky,1.000000000000001
incandescant,1.0
redinger,1.0000000000000009
osteele,1.0
bikerduweb,0.9999999999999997
james2m,1.0
jlindley,1.0
dalsgaard,1.0000000000000002
grantr,1.0000000000000004
digitalhobbit,1.0000000000000002
robmack,1.0000000000000002
russ,0.9999999999999992
alexagui,1.0000000000000002
lsegal,1.0
fazibear,0.9999999999999998
grosours,0.9999999999999993
dermotbrennan,1.0000000000000002
matschaffer,1.0000000000000004
mazdak,1.0000000000000002
bryckbost,1.0000000000000002
farcaller,1.0000000000000002
lstoll,1.0
sbellware,1.0
caius,1.0000000000000004
dgiunta,0.9999999999999998
oleganza,1.0
nkallen,1.0000000000000009
heycarsten,1.0
jokull,1.0
gjnoonan,0.9999999999999999
jparker,1.000000000000001
xxgreg,1.0000000000000002
tekkub,0.9999999999999998
kaspar,1.0
seaofclouds,1.0000000000000007
jared,1.0
delagoya,0.9999999999999999
necrodome,1.0000000000000002
brokendisk,1.0000000000000002
digitalknk,0.9999999999999992
lilyball,0.9999999999999999
BrentonEarl,1.0000000000000004
malomalo,1.0
peregrine,1.0
chrislloyd,1.0000000000000002
gregbell,1.0
pclouds,1.0
yesmar,1.0
brettg,0.9999999999999999
xenith,1.0
martinisoft,0.9999999999999999
marc,1.0000000000000002
pjb3,1.0
cvk,1.0
revelation,1.0000000000000002
blowmage,0.9999999999999999
gnu-lorien,0.9999999999999999
bledig,1.0
travo,1.0000000000000002
schmidt,0.9999999999999999
christos,1.0000000000000002
v15h,1.0000000000000002
jasherai,0.9999999999999999
rmm5t,0.9999999999999999
quigebo,1.0000000000000002
shirkevich,1.0000000000000002
lukehoersten,1.0
roncohen,1.0000000000000002
Bregor,1.0000000000000002
juretta,1.0
jney,1.0000000000000002
tom,1.0000000000000002
mortenbagai,0.9999999999999999
smerickson,1.0
lagsalot,1.000000000000001
djspiewak,0.9999999999999999
jsgoecke,1.0000000000000002
myabc,0.9999999999999998
stefanoc,1.0000000000000002
mde,1.0
oliverandrich,1.0000000000000002
baldur,1.0000000000000002
ctcherry,1.0
rjspotter,1.0000000000000002
asanghi,0.9999999999999996
malkomalko,1.0000000000000002
PabloC,0.9999999999999998
jerrod,0.9999999999999998
jfreeze,1.0
vigosan,1.0000000000000002
fbrubacher,1.000000000000001
mvanholstyn,1.0000000000000009
zach,1.0
lydgate,1.0
alex,1.000000000000001
clupprich,1.0000000000000013
jordanbrock,1.0000000000000007
brijohn,1.0
peburrows,1.0
asynkayo,1.0000000000000002
jaf,1.0
piclez,1.0
ebello,0.9999999999999999
benslavin,1.0000000000000002
kevinfinlayson,1.0
adamsalter,1.0
joe,1.0
sxh,1.0
rpheath,1.0000000000000002
bordy,1.0
companygardener,1.0000000000000002
dusty,0.9999999999999996
janson,1.0000000000000002
nexneo,1.0000000000000002
DimaD,0.9999999999999999
kogent,1.0000000000000002
tarcieri,1.0000000000000004
kfl62,0.9999999999999996
mattrenquist,1.0
lauri,1.0
seangeo,1.0000000000000004
apod,1.0000000000000004
denis,0.9999999999999992
znarf,1.0
wiktorschmidt,1.0
cmrichards,1.0000000000000002
tarsolya,1.0
vvarp,1.0
daveliu,0.9999999999999997
Imbrondir,1.0
nimms,1.0000000000000004
evs,1.0000000000000002
svperfecta,1.0
akatz,1.0000000000000007
rocanion,1.0000000000000002
FooBarWidget,1.0
weepy,1.0
bitshape,1.0
peleteiro,1.0000000000000002
igor,1.0000000000000002
miles,1.0000000000000002
wunki,1.0000000000000007
mkomitee,1.0000000000000004
joergbattermann,1.0000000000000004
mutle,1.0
baxter,1.0000000000000002
shanesveller,1.0
brenton,0.9999999999999999
zygote,1.0
peks,1.0
EugZol,1.0000000000000002
cdb,1.0000000000000002
DanielVF,0.9999999999999999
michele,1.0000000000000002
huxley,1.0000000000000002
noin,1.0000000000000002
blanco,1.0
raucao,1.000000000000001
galfert,1.0
haikuwebdev,1.0
natacado,1.0
hotsyk,1.0000000000000013
keeran,1.0
juliamae,1.0
mphilpot,1.0000000000000002
mountain,0.9999999999999991
shantanoo,1.0000000000000002
janfri,1.0000000000000002
olivM,0.9999999999999998
cavalle,1.0000000000000002
andypearson,1.0000000000000002
fredlee,1.0000000000000002
bkudria,1.0000000000000002
whynot,1.0000000000000002
derekperrault,1.0000000000000002
cpjolicoeur,1.0000000000000002
pager,1.0000000000000002
pengwynn,1.0000000000000002
thom,1.0000000000000002
sintaxi,1.0
scotu,1.0000000000000002
peters,0.9999999999999997
mmmurf,1.0000000000000013
thetamind,1.0
spejman,1.0000000000000002
alexvetter,1.0
jiphex,1.0
larssg,1.0
lukerandall,1.0000000000000004
tobinibot,1.0000000000000002
eugen,0.9999999999999999
neves,0.9999999999999998
ragnard,0.9999999999999994
codeslinger,1.000000000000001
acidburnz,0.9999999999999999
dennisreimann,1.0000000000000002
mislav,1.0
armitage,1.0000000000000004
Josh-A-T,1.0000000000000002
slaytanic,1.0000000000000002
mattly,1.0
pyrat,1.0
rigagoogoo,1.0000000000000002
luisbarrueco,1.0
Val,1.0
hunter,0.9999999999999997
gensym,1.0000000000000002
joseph,1.0
benhoskings,1.0000000000000002
kennyp,1.0000000000000002
luke0x,1.0000000000000002
harrylove,1.0
tohchye,1.0000000000000002
lukaszcho,1.0
wasnotrice,1.0
bartcortooms,1.0000000000000002
ejdraper,0.9999999999999996
shenoudab,1.0
kaitanie,1.0
Norgg,1.0
antramm,1.0000000000000004
amiroff,1.0
be9,1.0000000000000002
greenpart,1.0000000000000002
wisesmile,1.0000000000000002
benschwarz,1.0000000000000002
cbartlett,1.0
r38y,1.0000000000000007
constantine-nikolaou,1.0000000000000004
julesss,1.0
muness,0.9999999999999998
gonzague,1.0000000000000002
keeg,1.0000000000000002
iconmaster,1.0000000000000002
cjmartin,1.0
samsm,1.0000000000000002
nick,1.0
pusewicz,1.0000000000000002
wadewinningham,1.0000000000000002
teftin,1.0000000000000002
scivi,1.0
jeremy6d,1.0000000000000002
raskchanky,0.9999999999999998
jonuts,0.9999999999999999
rbriski,0.999999999999999
colin,1.0000000000000002
soveran,1.0000000000000002
jreynolds,1.0
daddz,1.0
tamersalama,1.0
minter,1.0
cndreisbach,1.0000000000000002
melito,1.0
ibspoof,1.0000000000000013
glv,1.0000000000000002
heymarcel,1.0000000000000002
objo,1.0
ddemaree,1.0000000000000002
hosh,1.0
zdennis,1.0000000000000002
conorh,1.0000000000000004
jackbaty,0.9999999999999999
TaYpworm,1.0
mhat,1.0
gilesbowkett,1.0000000000000002
ktheory,1.0
bricooke,1.0000000000000002
cypher,1.000000000000001
mully,1.0
avdi,1.0000000000000007
statik,1.0
phlipper,1.0000000000000002
firewheel,1.0
sharnik,1.0000000000000002
Sija,1.0
martinemde,1.0000000000000002
brianleroux,1.0000000000000002
slowernet,1.0000000000000002
mlangenberg,1.0000000000000002
outten45,1.0000000000000002
rhult,1.0000000000000013
vitaliel,1.0000000000000004
trioglobal,0.9999999999999991
skyfallsin,1.0
maxthelion,1.0
aslakhellesoy,1.0000000000000002
sbecker,1.0000000000000002
aharper,1.0
stocad,1.0000000000000002
adambair,1.0000000000000002
ernesto-jimenez,1.0
aglasgall,1.0000000000000002
marcinpohl,1.0000000000000002
Schultz,1.0000000000000002
altano,1.0000000000000004
damm,1.0000000000000002
rwdaigle,1.0000000000000002
sunfmin,1.0000000000000002
amerine,1.0000000000000004
jjgod,1.0000000000000002
holin,1.0000000000000013
justinweiss,1.0
sethtrain,1.0000000000000002
mbleigh,1.0000000000000002
cobrien,1.0
pstuteville,1.0000000000000016
da3mon,1.0
fiveruns,1.0
waferbaby,1.0000000000000002
jasonm,0.9999999999999989
antage,0.9999999999999998
cduhard,0.9999999999999999
matthewd,1.0000000000000002
mattman,1.0000000000000002
zmack,1.0000000000000002
Arthur,1.0000000000000002
nalin,1.0000000000000002
joao,1.0
bloodearnest,1.0000000000000002
ealameda,1.0000000000000002
edbond,1.0000000000000002
mewz,1.0
btbytes,1.0
arunthampi,1.0
universal,1.0
calavera,0.9999999999999997
elia,1.0
joerichsen,1.0000000000000002
haraldmartin,0.9999999999999998
benreesman,1.0000000000000002
ludwig,1.0000000000000002
jkp,1.0000000000000007
Cirex,1.0000000000000002
gravityblast,1.0000000000000002
andrew,1.0
hmans,1.0000000000000016
aanand,1.000000000000001
smn,1.0000000000000009
solnic,1.0
railslove,0.9999999999999999
we5,1.0000000000000002
stympy,1.0000000000000002
jspears,1.0000000000000007
mwise,1.0
georgepalmer,1.0
andregoncalves,1.0
dchelimsky,1.0000000000000009
haguro,0.9999999999999994
pdlug,1.0
fredix,0.999999999999999
agibralter,1.0000000000000002
frac,1.0000000000000002
ismasan,1.000000000000001
dpickett,1.0000000000000002
maxterry,0.9999999999999996
fsvehla,1.0000000000000004
glasner,1.0000000000000002
jwilkins,1.0000000000000002
shingara,1.0000000000000002
sebastian,1.0000000000000002
michaelklishin,1.0000000000000002
yaanno,1.0
slip,1.0000000000000002
jamie,1.0000000000000002
azsromej,1.0000000000000002
phsilva,1.0000000000000002
wmoxam,1.0
quirkey,1.0000000000000002
enhiro,1.0
shillcock,0.9999999999999998
niallkennedy,1.0
sandropaganotti-zz,0.9999999999999997
sudothinker,1.0000000000000009
infovore,1.0000000000000004
mateusdelbianco,1.0000000000000009
cameroncox,1.0
robhudson,1.000000000000001
tolbrino,1.0000000000000002
juggy,1.0
djwhitt,1.0000000000000002
patmaddox,1.0
willnorris,1.0000000000000002
travis,1.0000000000000002
rickmzp,1.0
fzero,1.0000000000000002
mm53bar,0.9999999999999998
treybean,1.0
railsdog,1.0
mtarbit,1.0000000000000002
perpet,1.0
eggie5,0.9999999999999998
omghax,1.0000000000000004
pmarsh,1.0
drcode,0.9999999999999999
coty,1.0
nickmerwin,0.9999999999999999
larrytheliquid,0.9999999999999998
alce,1.0
bdarcus,1.0000000000000002
trym,0.9999999999999996
ovelar,1.0000000000000002
indmill,1.0000000000000002
sotirac,1.0000000000000002
tel,1.0000000000000016
michaelbarton,1.0000000000000004
bennettandrews,1.0000000000000002
cglee,1.0
mza,1.000000000000001
netguru,1.0000000000000002
markmcspadden,1.0000000000000002
expilo,1.0000000000000002
pingles,1.0
nemequ,0.9999999999999997
thomasritz,0.9999999999999999
rahoulb,1.0000000000000002
careo,1.0000000000000007
ndemonner,1.0000000000000002
Cordobo,1.0000000000000004
jesseclark,1.0
coxy,1.0000000000000004
willb,0.9999999999999998
dust3d,1.0
macgyver,0.9999999999999993
Krishna,0.9999999999999998
jipipayo,1.0
mschrag,1.0000000000000002
dacresni,1.0000000000000002
rymai,1.0
h3rald,1.0000000000000002
ndarilek,1.0
billturner,1.0
bjhess,1.0000000000000002
chopmo,1.0
nimbletechnique,1.0
clawfire,0.9999999999999987
joevandyk,1.0
mjm,1.0
aizatto,1.000000000000001
gregwebs,1.0
jptix,1.0000000000000002
findchris,1.0
snusnu,1.0000000000000007
mk,1.0
JakubOboza,1.0000000000000002
animikii,1.0000000000000002
al2o3cr,1.0000000000000002
paltman,1.0000000000000002
kerryb,0.9999999999999988
Manfred,0.9999999999999999
jaehess,1.0000000000000002
ricardoecosta,1.0
imbriaco,1.0000000000000004
mdeering,1.0000000000000002
jwinter,0.9999999999999998
jdthomas,1.0000000000000002
rapind,1.0
dgingrich,0.9999999999999996
jhenry,1.0000000000000013
delano,1.0000000000000002
tsmckelvey,1.0000000000000002
dlrust,1.0
sverrejoh,1.0000000000000007
paulsmith,1.0000000000000004
mlc,0.9999999999999996
bgianfo,1.000000000000001
berry,1.0000000000000002
mparkatti,1.0
ryanwilliams,1.0000000000000002
vetler,0.9999999999999986
alexspeller,0.9999999999999997
ajturner,1.0000000000000002
durdn,1.0000000000000002
csshsh,1.0000000000000002
levinalex,1.0000000000000002
avh4,1.0
myles,1.0000000000000002
awt,1.0000000000000002
jasonw22,1.0000000000000002
jwegis,1.0
ericflo,0.9999999999999998
paulca,0.9999999999999991
yarox,1.0000000000000007
prb,1.0
mindreframer,1.0000000000000002
cthachuk,1.0
hugh,1.0
creiht,1.0000000000000002
durbin,1.0000000000000002
mmetzger,0.9999999999999991
conejo,1.0000000000000004
bcbroom,1.0
bcg,0.9999999999999998
xwmx,1.000000000000001
engie,1.0000000000000002
keseldude,1.0000000000000002
godber,1.0
amattsmith,1.0000000000000002
kendall,1.0000000000000009
alinford,1.0
qartis,0.9999999999999997
naturalethic,1.0000000000000002
jzting,1.0000000000000002
dougal,1.0000000000000002
ph0rque,1.0000000000000002
bryanveloso,1.0
britt,1.0000000000000002
damog,1.0000000000000002
Townk,1.0000000000000002
bobbyrward,1.0
dfdeshom,1.0
cardmagic,1.0000000000000004
cbx,1.0
ianfieldhouse,1.0000000000000002
bear,0.9999999999999998
quamen,1.0
haberman,1.0000000000000002
joaomarcusc,1.0000000000000002
russellc,1.0
noss,1.0000000000000002
tobowers,0.9999999999999999
vangale,1.0000000000000002
jerry,1.0000000000000002
beastaugh,1.0000000000000004
puzza007,1.0000000000000002
zirpu,1.0000000000000002
brucem,1.0
jakep36,1.0000000000000002
graham,1.0000000000000002
matehat,0.9999999999999999
burke,1.0000000000000002
mkbehr,1.0000000000000004
dbarros,1.0
tomafro,1.0
pvaillant,0.9999999999999998
eclesh,1.0000000000000002
brianm,1.0
cee-dub,1.0000000000000002
zacbrown,0.9999999999999996
elq,1.0000000000000002
mitchellh,1.0000000000000004
lgastako,1.0
andrewlmurray,1.0000000000000002
mdiep,1.0000000000000002
nickd,1.0
